0,1269.29
0,13.276
1,7.722
0,39.053
1,39.296
2,34.836
0,1636.72
1,1637.84
2,1633.72
3,1637.7
0,1202.7
1,1208.89
2,1202.79
3,1209.35
4,1202.9
0,1480.97
1,1478.85
2,1480.35
3,1483.11
4,1480.11
5,1478.53
0,1537.22
1,1544.18
2,1537.05
3,1540.57
4,1542.56
5,1545.47
6,1537.37
0,2457.09
1,2463.57
2,2458.35
3,2463.31
4,2458.57
5,2462.21
6,2456.91
7,2460.2
0,2426.08
1,2432.46
2,2429.78
3,2427.7
4,2431.49
5,2433.25
6,2427.94
7,2433.25
8,2430.86
4,2726.66
0,2808.26
2,2803.24
6,2805.05
8,2815.71
1,2811.64
3,2811.01
5,2810.1
7,2810.49
9,2817.14
0,3605.63
1,3604.43
2,3607.04
3,3602.92
4,3607.65
5,3607.42
6,3607.35
7,3602.4
8,3600.05
9,3600.9
10,3604.75
0,2494.43
1,2498.19
2,2493.63
3,2494
4,2492.8
5,2497.51
6,2489.77
7,2498.62
8,2491.74
9,2498.53
10,2491.38
11,2497.87
0,3617.54
1,3619.63
2,3623.7
3,3624.82
4,3617.41
5,3625.25
6,3621.87
7,3620.12
8,3623.02
9,3623.42
10,3618.55
11,3626.36
12,3624.92
0,2493.62
1,2500.93
2,2497.92
3,2500.47
4,2494.61
5,2499.36
6,2493.96
7,2497.05
8,2499.73
9,2496.4
10,2499.08
11,2497.37
12,2492.19
13,2495.64
0,3622.18
1,3634.18
2,3626.7
3,3633.66
4,3620.36
5,3634.01
6,3631.51
7,3628.88
8,3623.65
9,3633.5
10,3630.27
11,3628.88
12,3621.51
13,3634.02
14,3627.16
0,3617.49
1,3623.11
2,3617.26
3,3616.1
4,3607.31
5,3620.64
6,3615.04
7,3613.66
8,3606.51
9,3620.99
10,3609.61
11,3619.34
12,3617.54
13,3619.25
14,3611.93
15,3617.42
0,2486.46
1,2494.76
2,2482.63
3,2490.64
4,2487.62
5,2493.04
6,2487.72
7,2494.88
8,2486.93
9,2490.22
10,2480.66
11,2495.41
12,2486.83
13,2494.93
14,2480.65
15,2491.98
16,2486.44
0,1372.46
1,1378.93
2,1371.36
3,1378.54
4,1370.52
5,1372.26
6,1370.55
7,1378.28
8,1371.01
9,1378.46
10,1365.88
11,1374.13
12,1371.29
13,1372.82
14,1371.3
15,1379.07
16,1367.2
17,1379.93
0,2833.43
1,2839.18
2,2833.36
3,2843.72
4,2832.74
5,2838.67
6,2819.77
7,2842.85
8,2817.51
9,2842.23
10,2825.54
11,2842.19
12,2831.48
13,2839.15
14,2832.45
15,2838.58
16,2820.25
17,2845.22
18,2833.63
0,1663.64
1,1655.32
2,1653.2
3,1672.92
4,1650.99
5,1674.02
6,1664.96
7,1677.74
8,1663.86
9,1677.57
10,1668.34
11,1678
12,1663.99
13,1662.13
14,1663.92
15,1653.53
16,1668.64
17,1678.45
18,1652.82
19,1672.48
0,1395.24
1,1403.37
2,1394.94
3,1402.76
4,1394.49
5,1397.91
6,1394.18
7,1397.92
8,1393.11
9,1401.39
10,1394.09
11,1402.49
12,1388.41
13,1401.73
14,1394.55
15,1399.77
16,1387.86
17,1404.08
18,1389.45
19,1396.11
20,1394.97
0,2530.63
1,2539.15
2,2531.45
3,2533.08
4,2531.79
5,2539.8
6,2520.31
7,2532.82
8,2530.21
9,2537.65
10,2522.51
11,2537.81
12,2524.14
13,2535.17
14,2523.56
15,2537.87
16,2530.49
17,2538.5
18,2530.69
19,2533.68
20,2530.71
21,2535.15
0,2548.39
1,2571.13
2,2563.01
3,2566.68
4,2562.54
5,2542.95
6,2562.92
7,2543.18
8,2562.34
9,2565.16
10,2562.22
11,2570.03
12,2529.08
13,2542.01
14,2530.04
15,2560.49
16,2560.19
17,2560.32
18,2531.09
19,2560.56
20,2561.87
21,2569.43
22,2545.89
0,2798.5
1,2799.23
2,2798.67
3,2803.62
4,2798.62
5,2804.28
6,2793.33
7,2803.92
8,2779.53
9,2803.34
10,2785.03
11,2802.66
12,2798.64
13,2798.19
14,2796.8
15,2801.21
16,2795.88
17,2797.99
18,2797.09
19,2798.04
20,2776.62
21,2796.65
22,2790.8
23,2799.43
